id,square,price_vnd,latitude,longitude
456,35,10350000,16.050489000000002,108.246366
457,66,21891000,16.03332,108.239574
458,15,2500000,16.034043,108.223276
459,40,8133000,16.066591,108.218424
460,45,12650000,16.075431,108.22903600000001
461,70,11154000,16.074896,108.243622
462,50,9200000,16.051121,108.246343
463,24,2000000,16.10115,108.132129
464,16,1700000,16.035203,108.214823
465,70,23215000,16.03332,108.239574
466,25,4000000,16.060745,108.23476699999999
467,16,2000000,16.050314,108.236946
468,25,4500000,16.029738000000002,108.22249099999999
469,20,4000000,16.049615,108.235447
470,30,6000000,16.049004999999998,108.247932
471,35,5500000,16.08202,108.233915
472,30,2500000,16.058574,108.24088
473,45,6000000,16.082716,108.241372
474,35,6000000,16.026501,108.240187
475,25,1800000,16.042396,108.22041399999999
476,30,5000000,16.026501,108.240187
477,20,1200000,16.044764,108.182496
478,35,6500000,16.103610999999997,108.26151599999999
479,35,7000000,16.103610999999997,108.26151599999999
480,30,9000000,16.049004999999998,108.247932
481,20,2500000,16.037869,108.218096
482,32,5000000,16.039804999999998,108.244584
483,20,1500000,16.043246,108.240303
484,20,2500000,16.018734,108.197004
485,25,2300000,16.043542000000002,108.17153799999998
486,18,1800000,16.054722,108.170837
487,18,2800000,16.021538,108.205821
488,20,2200000,16.030947,108.222848
489,20,3000000,16.064376,108.23832900000001
490,50,2500000,16.058320000000002,108.2444
491,18,3500000,16.041979,108.218305
492,13,2000000,16.064376,108.23832900000001
493,15,3300000,16.042015,108.216678
494,20,1500000,16.042932999999998,108.217157
495,20,4000000,16.052001999999998,108.24232099999999
496,20,2500000,16.047873000000003,108.173879
497,20,5000000,16.058041,108.24206399999998
498,30,5000000,15.993279999999999,108.26833899999998
499,20,3000000,16.037904,108.21196200000001
500,40,5500000,15.993264000000002,108.26835
501,20,1800000,16.060924,108.24343700000001
502,30,2500000,16.050711,108.22105
503,20,2500000,16.050798,108.240338
504,40,4500000,16.045494,108.2384
505,22,2500000,16.001835,108.221553
506,16,1600000,16.078121,108.15138
507,20,3000000,16.064198,108.21925300000001
508,20,1400000,16.014198,108.201676
509,16,2500000,16.064376,108.23832900000001
510,90,21286000,16.03332,108.239574
511,80,12781000,16.050417000000003,108.246459
512,40,11500000,16.042503,108.217747
513,40,6000000,16.037820999999997,108.21197
514,45,6000000,16.037820999999997,108.21197
515,72,11500000,16.067204999999998,108.24217800000001
516,40,9295000,16.068372,108.242448
517,40,10457000,16.049052,108.24735
518,27,4000000,16.059908,108.215649
519,40,6274000,15.997606,108.266488
520,45,11000000,16.04832,108.24190700000001
521,35,7000000,16.03709,108.24497099999999
522,20,2000000,16.033676999999997,108.22344299999999
523,41,7500000,16.031132,108.22381499999999
524,26,1700000,16.062623000000002,108.143473
525,17,1900000,16.034138000000002,108.22135300000001
526,12,1000000,15.996584,108.204279
527,15,2000000,16.03366,108.223487
528,50,10457000,16.05312,108.245774
529,26,8000000,16.066954,108.243517
530,40,9295000,16.049147,108.247266
531,25,3200000,16.031959,108.227049
532,23,4500000,16.041979,108.218305
533,120,13943000,16.048573,108.247504
534,20,2000000,16.031948,108.227377
535,25,7000000,16.079787,108.244635
536,20,5112000,16.035072,108.243605
537,70,22262000,16.03332,108.239574
538,66,19149000,16.03332,108.239574
539,50,4500000,16.048935999999998,108.247398
540,25,7000000,16.079787,108.244635
541,25,6500000,16.071603,108.23786000000001
542,35,5500000,16.060083,108.238665
543,42,16000000,16.070593,108.23488400000001
544,52,19550000,16.070593,108.23488400000001
545,32,4500000,16.08186,108.23361899999999
546,53,8500000,16.061487,108.238076
547,23,2500000,16.076726,108.169674
548,20,3000000,16.052898000000003,108.241577
549,30,4000000,16.08186,108.23361899999999
550,35,7500000,16.078837,108.23061299999999
551,20,2000000,16.050711,108.22105
552,64,15000000,16.034838,108.23168500000001
553,20,2500000,16.052898000000003,108.241577
554,70,10350000,16.068770999999998,108.233754
555,25,1700000,16.020854999999997,108.207171
556,33,2700000,16.009521,108.25282800000001
557,35,6000000,16.056179999999998,108.24268400000001
558,30,4500000,16.020098,108.22668700000001
559,40,6000000,16.056113,108.24266000000001
560,50,4500000,16.048935999999998,108.247398
561,27,7000000,16.069403,108.238841
562,28,1700000,16.062796,108.144126
563,20,3000000,16.043062,108.247702
564,30,8000000,16.068286999999998,108.241453
565,30,8500000,16.068286999999998,108.241453
566,45,8000000,16.03709,108.24497099999999
567,50,7000000,16.038724,108.24799999999999
568,35,11852000,16.067132,108.243766
569,35,7000000,16.04555,108.246664
570,30,6274000,16.046646,108.24492099999999
571,26,2300000,16.067769000000002,108.14736299999998
572,73,24215000,16.03332,108.239574
573,60,12781000,16.070408999999998,108.233544
574,60,17406000,16.03332,108.239574
575,70,20310000,16.03332,108.239574
576,50,10200000,16.06605,108.243253
577,20,2000000,16.013327,108.21946499999999
578,36,10000000,16.034838,108.23168500000001
579,42,11000000,16.034838,108.23168500000001
580,30,3500000,16.045151,108.221341
581,35,6500000,16.062064000000003,108.23783799999998
582,40,8000000,16.031132,108.22381499999999
583,20,4500000,16.062094000000002,108.18476399999999
584,20,2000000,16.009295,108.19816999999999
585,35,7000000,16.05035,108.24645500000001
586,24,2500000,16.044752,108.247207
587,40,15000000,16.071104000000002,108.233351
588,40,5500000,16.074692000000002,108.21900600000001
589,30,6500000,16.047094,108.244599
590,30,9000000,16.076995999999998,108.243803
591,30,8000000,16.069292,108.235404
592,20,1600000,16.045886,108.24246699999999
593,35,6000000,16.030148,108.22339099999999
594,30,10000000,16.045482,108.246528
595,35,4500000,16.053353,108.205339
596,25,3300000,16.031076000000002,108.230405
597,25,2500000,16.052887,108.176772
598,18,4000000,16.058511,108.217104
599,35,3500000,16.000135999999998,108.217821
600,25,5000000,16.078902,108.230443
601,40,13000000,16.071104000000002,108.233351
602,43,12650000,16.048466,108.246967
603,45,7900000,16.049666000000002,108.24490300000001
604,40,7000000,16.049173,108.24635
605,15,900000,16.062775,108.156728
606,60,9000000,16.04814,108.245562
607,45,8500000,16.047195000000002,108.24338300000001
608,45,9000000,16.047195000000002,108.24338300000001
609,18,2800000,16.045151,108.221341
610,50,14950000,16.049386,108.24686899999999
611,13,1600000,16.045151,108.221341
612,20,3000000,16.031076000000002,108.230405
613,40,3800000,16.043359,108.24160900000001
614,105,10000000,16.047665,108.245259
615,50,10000000,16.053015,108.241479
616,50,5000000,16.031076000000002,108.230405
617,50,7000000,16.026129,108.23925200000001
618,55,6000000,16.031076000000002,108.230405
619,45,8000000,16.038202,108.21622099999999
620,46,5700000,16.023660999999997,108.225412
621,32,5000000,16.058396,108.20733200000001
622,45,10922000,16.069792,108.237082
623,18,3500000,16.058511,108.217104
624,15,1500000,16.040492999999998,108.213277
625,18,1700000,15.988553,108.269525
626,25,2300000,16.016118,108.25699499999999
627,40,8366000,16.068372,108.242448
628,25,5000000,16.008049,108.21400200000001
629,40,3000000,16.0451,108.217984
630,45,12000000,16.062210999999998,108.245329
631,35,4500000,16.056262,108.216816
632,45,9430000,16.079489000000002,108.242709
633,40,7000000,16.059217999999998,108.174745
634,50,8000000,16.036625,108.245605
635,45,10000000,16.079489000000002,108.242709
636,25,2500000,16.052457999999998,108.17971599999998
637,30,4000000,16.090093,108.21568400000001
638,20,2500000,16.048351999999998,108.174139
639,45,11000000,16.038848,108.246843
640,28,1600000,16.042242,108.16899099999999
641,15,1500000,16.076092000000003,108.172982
642,33,8000000,16.059839,108.23926200000001
643,20,2000000,16.076092000000003,108.172982
644,38,10000000,16.059839,108.23926200000001
645,35,4700000,16.067445000000003,108.23394499999999
646,32,4000000,16.058396,108.20733200000001
647,30,2500000,16.046885999999997,108.17450900000001
648,32,4000000,16.023660999999997,108.225412
649,16,1600000,16.052887,108.176772
650,40,8000000,16.074566,108.24157
651,40,8000000,16.056589000000002,108.24503999999999
652,28,8500000,16.068502,108.230218
653,35,7500000,16.063685,108.241946
654,18,6000000,16.041347000000002,108.24456200000002
655,15,2500000,16.060112,108.207848
656,25,3000000,16.028053,108.212868
657,20,4000000,16.082847,108.236667
658,20,4500000,16.064686,108.23841399999999
659,42,7000000,16.049525,108.235398
660,38,6500000,16.045495000000003,108.24528600000001
661,14,1400000,16.032975,108.212722
662,23,4000000,16.041979,108.218305
663,68,13000000,16.048262,108.23482299999999
664,22,1500000,16.066341,108.150074
665,40,6500000,16.081045,108.22998100000001
666,32,8000000,16.073777,108.231105
667,42,5500000,16.042467000000002,108.21820100000001
668,42,6900000,16.049677,108.24391999999999
669,28,5000000,16.017359,108.228173
670,37,5000000,16.017359,108.228173
671,32,9200000,16.071603,108.23786000000001
672,30,4000000,16.020098,108.22668700000001
673,34,7130000,16.068354,108.24130600000001
674,40,7000000,16.023391,108.24483700000002
675,25,5000000,16.067975,108.24428799999998
676,40,9000000,16.049537,108.244229
677,14,1500000,16.070702,108.154545
678,40,6000000,15.988604,108.269873
679,60,8000000,16.048780999999998,108.245465
680,30,9200000,16.076485,108.241904
681,62,8395000,16.065144,108.241616
682,40,8050000,16.05412,108.240328
683,25,8000000,16.063168,108.230898
684,30,7000000,16.063278,108.23893899999999
685,35,9000000,15.980177,108.27466399999999
686,45,8500000,16.049312,108.24363899999999
687,30,4500000,16.081491,108.243999
688,6,12781000,16.049057,108.247346
689,40,6000000,16.088173,108.244425
690,45,7000000,16.091725,108.22609399999999
691,30,5000000,15.993442000000002,108.26826899999999
692,45,7000000,16.076164000000002,108.24152099999999
693,30,6000000,16.050841000000002,108.244821
694,50,7000000,16.088173,108.244425
695,35,10000000,15.980177,108.27466399999999
696,36,10000000,16.048842,108.24794299999999
